,ObjectOfInterest,Disposition,OrbitalPeriod,TransitDuration,TransitDepth,PlanetEarthRadius,PlanetEquilibriumTemperature,StellarEffectiveTemperature,StellarLogG,StellarSunRadius,RightAscension,Declination,PlanetType,PlanetName
11,K00890.01,CFRM,8.09888906,4.20241,6911.1,8.95,986.0,6214.0,4.442,1.076,282.69952,43.272739,Gas Giant,Kepler-714 b
12,K00903.01,CFRM,5.007316661,4.2362,6932.3,6.96,998.0,5865.0,4.563,0.827,295.53613,43.884449,Gas Giant,Kepler-719 b
13,K00897.01,CFRM,2.052349884,2.0778,14281.0,13.12,1497.0,5855.0,4.393,1.08,299.56189,43.503559,Gas Giant,Kepler-718 b
14,K00898.01,CFRM,9.7704486,2.4517,1897.8,2.23,460.0,3906.0,4.73,0.509,282.23251,43.66563,Gas Giant,Kepler-83 b
15,K00908.01,CFRM,4.708326451,3.16114,7912.7,10.6,1162.0,5560.0,4.246,1.21,298.63565,44.17094,Gas Giant,Kepler-720 b
16,K00918.01,CFRM,39.6431552,6.5292,15664.0,10.98,472.0,5231.0,4.455,0.9,283.97751,44.811562,Gas Giant,Kepler-725 b
17,K00127.01,CFRM,3.578780566,2.91089,11382.0,10.43,1145.0,5524.0,4.421,0.994,289.60797,44.345421,Gas Giant,Kepler-77 b
18,K00128.01,CFRM,4.942783419,3.25346,11145.0,10.62,1008.0,5514.0,4.459,0.978,296.20059,49.140121,Gas Giant,Kepler-15 b
19,K00139.01,CFRM,224.7789355,11.1899,3487.5,7.67,333.0,5873.0,4.293,1.235,291.65317,44.688271,Gas Giant,Kepler-111 c
21,K00948.01,CFRM,24.58716355,3.984,907.5,2.37,530.0,5474.0,4.605,0.749,287.56967,46.56786,Gas Giant,Kepler-738 b
22,K00131.01,CFRM,5.014234733,4.589,6536.0,10.63,1308.0,6490.0,4.32,1.307,299.09753,43.497589,Gas Giant,Kepler-471 b
23,K01426.02,CFRM,74.92768653,4.74,4119.2,6.39,409.0,5618.0,4.46,0.897,283.20917,48.777641,Gas Giant,Kepler-297 c
25,K00018.01,CFRM,3.548465446,4.56904,7251.5,14.92,1640.0,6290.0,4.074,1.746,299.40701,44.035053,Gas Giant,Kepler-5 b
26,K01439.01,CFRM,394.6249514,24.108,2013.3,7.79,325.0,5910.0,4.03,1.727,290.85178,48.521339,Gas Giant,Kepler-849 b
27,K01320.01,CFRM,10.50682978,3.7769,13356.0,9.01,668.0,5127.0,4.589,0.782,293.36285,39.212448,Gas Giant,Kepler-816 b
29,K01323.01,CFRM,3.990105908,2.4108,6154.9,7.45,1124.0,5926.0,4.519,0.913,296.08185,39.161621,Gas Giant,Kepler-817 b
30,K01456.01,CFRM,7.886632468,5.2147,6331.2,8.99,996.0,5847.0,4.304,1.135,295.095,43.537579,Gas Giant,Kepler-855 b
31,K01457.01,CFRM,8.027681123,3.0942,8725.4,8.43,824.0,5569.0,4.546,0.887,289.60382,46.314949,Gas Giant,Kepler-856 b
32,K01278.02,CFRM,44.3471936,6.43,791.7,2.45,484.0,5600.0,4.455,0.872,284.67728,44.79768,Gas Giant,Kepler-282 e
33,K01215.01,CFRM,17.32419108,8.045,241.3,3.14,964.0,5968.0,3.972,1.857,286.58316,39.077202,Gas Giant,Kepler-277 b
34,K01215.02,CFRM,33.0063185,7.118,278.1,3.13,778.0,5968.0,3.972,1.857,286.58316,39.077202,Gas Giant,Kepler-277 c
35,K01409.01,CFRM,16.56062577,2.611,700.8,2.94,701.0,5818.0,4.436,0.855,285.24667,45.950191,Gas Giant,Kepler-837 b
36,K01288.01,CFRM,117.931108,5.8796,8506.6,10.36,418.0,6392.0,4.425,1.072,289.02017,48.119808,Gas Giant,Kepler-807 b
37,K01353.01,CFRM,125.8654019,9.0191,12390.0,12.37,394.0,5933.0,4.342,1.115,297.46533,42.882839,Gas Giant,Kepler-289 c
38,K01416.01,CFRM,2.495780169,4.2721,25070.0,15.75,1408.0,6039.0,4.426,0.992,296.50739,49.457291,Gas Giant,Kepler-840 b
39,K00017.01,CFRM,3.234699282,3.59385,10559.0,13.06,1356.0,5640.0,4.236,1.291,296.83725,48.239944,Gas Giant,Kepler-6 b
41,K01426.01,CFRM,38.86848956,6.0573,1004.9,2.81,509.0,5618.0,4.46,0.897,283.20917,48.777641,Gas Giant,Kepler-297 b
42,K01236.01,CFRM,35.7353616,8.491,778.8,5.47,774.0,6366.0,4.045,1.697,287.3912,42.194832,Gas Giant,Kepler-279 c
43,K01606.01,CFRM,5.082748362,1.7732,276.7,1.4,928.0,5430.0,4.555,0.858,290.05112,46.713371,Gas Giant,Kepler-905 b
44,K00192.01,CFRM,10.29099413,4.28889,9655.7,13.43,996.0,5803.0,4.134,1.373,288.25458,43.704868,Gas Giant,Kepler-427 b
45,K00188.01,CFRM,3.797018259,2.2608,14431.0,10.07,982.0,5167.0,4.527,0.848,290.35803,40.567741,Gas Giant,Kepler-425 b
46,K00189.01,CFRM,30.36044536,6.0134,21125.0,10.99,459.0,4939.0,4.541,0.765,284.87997,49.266991,Gas Giant,Kepler-486 b
47,K01569.01,CFRM,13.75207851,2.8831,1215.6,2.81,556.0,4802.0,4.616,0.699,283.12964,43.888241,Gas Giant,Kepler-892 b
48,K00022.01,CFRM,7.891448838,4.2854,10345.0,12.63,1028.0,5972.0,4.313,1.237,282.62967,46.32336,Gas Giant,Kepler-422 b
49,K00194.01,CFRM,3.120828136,2.1878,16456.0,14.16,1303.0,6122.0,4.471,0.996,282.96616,48.34507,Gas Giant,Kepler-488 b
50,K01574.01,CFRM,114.73658,12.0355,4850.0,12.28,476.0,5597.0,3.963,1.699,297.91687,46.96513,Gas Giant,Kepler-87 b
51,K01519.01,CFRM,5.1443645,2.703,310.7,1.55,923.0,5157.0,4.445,0.904,283.47818,43.383781,Gas Giant,Kepler-876 b
52,K00183.01,CFRM,2.684328541,2.69382,18136.0,12.73,1265.0,5561.0,4.411,0.956,292.85574,46.391178,Gas Giant,Kepler-423 b
53,K00195.01,CFRM,3.217518511,2.11481,14319.0,11.38,1185.0,5720.0,4.473,0.903,289.43463,49.4734,Gas Giant,Kepler-426 b
54,K01474.01,CFRM,69.72646639,3.7177,4491.2,11.65,613.0,6430.0,4.107,1.731,295.41788,51.184761,Gas Giant,Kepler-419 b
55,K00020.01,CFRM,4.437962934,4.69813,16388.0,18.05,1338.0,5953.0,4.175,1.415,286.24344,50.040379,Gas Giant,Kepler-12 b
56,K00186.01,CFRM,3.24325988,3.03318,16451.0,12.91,1243.0,5823.0,4.438,1.013,294.99631,50.470058,Gas Giant,Kepler-485 b
57,K01553.01,CFRM,52.75878505,6.6517,5805.8,8.76,540.0,6228.0,4.413,1.137,288.43576,43.763489,Gas Giant,Kepler-890 b
58,K00205.01,CFRM,11.720124,3.0039,9763.3,7.94,660.0,5215.0,4.564,0.77,295.49667,42.537891,Gas Giant,Kepler-492 b
59,K00219.01,CFRM,8.025118521,5.3694,3120.4,7.79,1093.0,6002.0,4.196,1.369,297.21408,41.66404,Gas Giant,Kepler-494 b
60,K00206.01,CFRM,5.334082429,6.2226,4676.5,13.08,1495.0,6332.0,4.016,1.905,297.59366,40.977268,Gas Giant,Kepler-433 b
61,K00214.01,CFRM,3.311864148,1.4049,5976.5,9.06,1116.0,5461.0,4.499,0.937,298.62488,48.57745,Gas Giant,Kepler-424 b
62,K00200.01,CFRM,7.340714946,2.9987,8510.5,14.31,1155.0,6056.0,4.191,1.498,293.09253,41.355518,Gas Giant,Kepler-74 b
63,K00208.01,CFRM,3.003879547,3.2848,8538.0,10.96,1438.0,6311.0,4.398,1.172,295.30753,38.881641,Gas Giant,Kepler-493 b
64,K00209.01,CFRM,50.79034648,10.8474,5671.1,10.6,612.0,6163.0,4.185,1.406,288.79303,48.04023,Gas Giant,Kepler-117 c
65,K00201.01,CFRM,4.225384543,2.82038,7563.0,9.0,1111.0,5574.0,4.403,1.054,287.13058,42.350151,Gas Giant,Kepler-491 b
66,K00216.01,CFRM,20.17202467,3.1488,5368.1,6.24,564.0,5064.0,4.474,0.864,299.21317,41.424831,Gas Giant,Kepler-118 c
67,K01787.01,CFRM,98.7179332,6.593,7320.0,6.99,360.0,5808.0,4.583,0.786,287.95657,41.130329,Gas Giant,Kepler-950 b
68,K00202.01,CFRM,1.72086129,2.0243,10184.0,13.25,1647.0,5742.0,4.297,1.215,286.11032,43.680962,Gas Giant,Kepler-412 b
69,K01790.01,CFRM,130.3543929,6.474,5128.7,7.7,369.0,5970.0,4.463,1.015,285.37195,41.993912,Gas Giant,Kepler-952 b
70,K00196.01,CFRM,1.855557556,2.35672,10570.0,10.05,1436.0,5657.0,4.441,0.947,294.51324,45.98164,Gas Giant,Kepler-41 b
71,K01797.01,CFRM,16.78175788,3.7386,908.0,2.25,545.0,4925.0,4.588,0.742,295.85938,47.93951,Gas Giant,Kepler-954 b
72,K01800.01,CFRM,7.794302043,1.1081,3387.4,16.51,882.0,5494.0,4.405,0.982,285.26859,48.560009,Gas Giant,Kepler-447 b
73,K00203.01,CFRM,1.485710994,2.2874,20824.0,14.48,1562.0,5624.0,4.432,1.018,298.39526,47.81501,Gas Giant,Kepler-17 b
74,K01873.01,CFRM,71.3116598,8.813,2138.0,4.94,475.0,6194.0,4.445,1.069,295.8093,40.008511,Gas Giant,Kepler-328 c
75,K00197.01,CFRM,17.27629668,3.94738,10458.0,7.31,538.0,4941.0,4.599,0.738,290.83313,38.184349,Gas Giant,Kepler-489 b
77,K00238.01,CFRM,17.23232894,4.5568,509.8,2.79,817.0,6086.0,4.274,1.216,296.99863,42.78196,Gas Giant,Kepler-123 b
78,K02154.01,CFRM,11.92979348,6.152,709.3,2.43,770.0,5831.0,4.517,0.921,288.30869,51.478291,Gas Giant,Kepler-1799 b
79,K00254.01,CFRM,2.455240626,1.72722,36912.0,10.6,730.0,3793.0,4.697,0.568,292.87289,41.06427,Gas Giant,Kepler-45 b
80,K02493.01,CFRM,0.663085361,1.1522,322.7,1.6,1681.0,5172.0,4.6,0.767,297.84149,46.967682,Gas Giant,Kepler-1259 b
82,K02672.02,CFRM,42.9923284,4.726,1120.1,3.32,496.0,5593.0,4.45,0.945,296.13281,48.977402,Gas Giant,Kepler-396 b
83,K02674.01,CFRM,197.5111484,11.106,2575.6,9.52,391.0,5616.0,4.004,1.674,289.65125,43.824421,Gas Giant,Kepler-1311 d
84,K02744.01,CFRM,109.6469948,6.568,899.7,4.85,428.0,5332.0,4.083,1.453,293.52756,41.111439,Gas Giant,Kepler-1333 b
85,K00285.01,CFRM,13.74883059,6.0968,425.9,3.63,975.0,5862.0,4.05,1.67,289.08606,41.562958,Gas Giant,Kepler-92 b
86,K00046.01,CFRM,3.487688776,3.83661,1298.8,5.64,1445.0,5576.0,4.065,1.593,283.25549,48.355232,Gas Giant,Kepler-101 b
87,K00367.01,CFRM,31.57865122,2.12791,2125.4,4.52,570.0,5733.0,4.442,0.99,284.47217,39.911812,Gas Giant,Kepler-1656 b
88,K00370.01,CFRM,42.88247951,9.7471,408.9,3.61,709.0,6143.0,4.039,1.763,291.38776,44.52911,Gas Giant,Kepler-145 c
89,K00063.01,CFRM,9.43414171,2.8112,3977.0,5.73,791.0,5578.0,4.518,0.886,289.22617,49.548199,Gas Giant,Kepler-63 b
90,K00372.01,CFRM,125.6291479,9.108,7841.6,10.02,388.0,5819.0,4.334,1.111,299.12244,41.86676,Gas Giant,Kepler-539 b
91,K00375.01,CFRM,988.8811177,5.9504,5060.0,10.81,223.0,5755.0,4.101,1.549,291.2012,51.144279,Gas Giant,Kepler-1704 b
92,K00377.01,CFRM,19.27082584,4.1281,6660.5,7.74,661.0,5779.0,4.491,0.956,285.57397,38.400902,Gas Giant,Kepler-9 b
93,K00318.01,CFRM,38.5833679,12.391,1388.2,8.56,761.0,6273.0,4.04,1.927,288.15399,44.068821,Gas Giant,Kepler-522 b
94,K03115.01,CFRM,5.8660127,3.985,183.0,1.45,1064.0,6020.0,4.427,1.04,292.65839,49.865189,Gas Giant,Kepler-1431 b
95,K00423.01,CFRM,21.0871953,5.92691,8894.7,14.43,873.0,6266.0,4.101,1.522,296.96027,46.034302,Gas Giant,Kepler-39 b
96,K00428.01,CFRM,6.8731664,6.8569,3753.8,13.44,1482.0,6490.0,3.942,2.179,296.81369,47.526611,Gas Giant,Kepler-40 b
97,K00490.02,CFRM,1071.232624,16.1784,19046.0,9.27,129.0,4799.0,4.631,0.692,292.65842,38.34539,Gas Giant,Kepler-167 e
98,K00508.01,CFRM,7.930583519,3.6083,826.1,3.05,899.0,5674.0,4.446,1.032,284.52118,41.629601,Gas Giant,Kepler-170 b
99,K00464.01,CFRM,58.36205791,6.3363,5374.7,7.02,446.0,5592.0,4.467,0.953,293.7471,45.10722,Gas Giant,Kepler-561 b
100,K00089.01,CFRM,84.6877524,10.0248,347.7,3.37,611.0,6688.0,4.062,1.79,299.82117,43.81427,Gas Giant,Kepler-462 b
101,K00412.01,CFRM,4.147021189,2.8997,3680.7,7.31,1258.0,5818.0,4.266,1.205,283.2576,40.990501,Gas Giant,Kepler-546 b
102,K00470.01,CFRM,3.750832927,1.9457,2397.9,4.61,1129.0,5776.0,4.512,0.95,296.83838,46.6264,Gas Giant,Kepler-564 b
103,K00631.01,CFRM,15.45805668,8.79536,4253.2,9.11,871.0,5868.0,4.169,1.407,290.44928,39.854801,Gas Giant,Kepler-628 b
104,K00614.01,CFRM,12.87471243,2.2491,3860.7,11.26,926.0,5963.0,4.218,1.424,293.58636,42.928909,Gas Giant,Kepler-434 b
105,K00666.01,CFRM,22.24814617,4.1483,613.7,2.72,609.0,5629.0,4.503,0.943,296.0322,42.131672,Gas Giant,Kepler-640 b
108,K03439.01,CFRM,41.7084063,8.567,330.0,2.19,608.0,6434.0,4.394,1.138,296.10791,39.319908,Gas Giant,Kepler-1502 b
109,K03678.01,CFRM,160.8845197,10.8771,7590.4,9.09,346.0,5650.0,4.313,1.044,289.7916,39.285328,Gas Giant,Kepler-1513 b
110,K03681.01,CFRM,217.8318429,21.306,9148.7,11.17,343.0,6259.0,4.385,1.167,292.62747,37.860142,Gas Giant,Kepler-1514 b
111,K03683.01,CFRM,214.3120439,16.2938,4523.4,9.17,380.0,6471.0,4.287,1.357,290.97394,48.178162,Gas Giant,Kepler-1515 b
112,K03762.01,CFRM,240.7990472,16.666,5022.9,10.31,342.0,5758.0,4.168,1.385,296.66791,49.461861,Gas Giant,Kepler-1519 b
113,K02076.02,CFRM,219.3215562,12.4124,3628.7,6.11,313.0,6063.0,4.476,1.012,287.47763,46.141178,Gas Giant,Kepler-1085 b
115,K02065.01,CFRM,80.2321467,4.656,888.7,3.24,380.0,5436.0,4.505,0.888,282.86319,41.79668,Gas Giant,Kepler-1789 b
116,K01658.01,CFRM,1.544928892,1.43586,5817.3,13.43,1997.0,6309.0,4.199,1.412,294.19211,39.618999,Gas Giant,Kepler-76 b
117,K03094.01,CFRM,4.5770016,0.949,710.0,1.33,567.0,3805.0,4.767,0.497,288.87436,51.154121,Gas Giant,Kepler-1904 b
121,K00743.01,FPOS,19.40393776,12.2155,8918.7,7.18,523.0,5043.0,4.591,0.68,289.25821,47.635319,,
123,K00745.01,FPOS,16.46983774,9.4378,10479.0,7.94,595.0,5152.0,4.517,0.786,297.15442,47.668701,,
124,K00748.01,FPOS,2.696370652,3.6129,397.9,1.58,1066.0,4989.0,4.504,0.819,283.76547,47.804298,,
126,K00770.01,FPOS,1.50635409,1.5155,2211.7,4.53,1452.0,5714.0,4.563,0.831,295.66522,49.351009,,
127,K00771.01,FPOS,670.645531,53.412,18091.0,14.14,196.0,5520.0,4.466,0.983,296.69861,49.316479,,
129,K00761.01,FPOS,2.701287801,3.3827,860.4,6.54,1222.0,5550.0,4.468,0.91,297.92365,48.777321,,
130,K00763.01,FPOS,19.65120951,5.2514,11766.0,12.42,730.0,6074.0,4.391,1.063,291.0939,48.933842,,
131,K00768.01,FPOS,33.93373447,14.561,8503.7,7.34,430.0,5040.0,4.628,0.705,284.17233,49.360722,,
132,K00774.01,FPOS,7.442652004,2.3078,24446.0,15.03,967.0,6108.0,4.469,0.956,288.98682,49.733742,,
133,K00779.01,FPOS,10.40599802,6.5036,14489.0,11.23,833.0,5746.0,4.393,0.924,289.23553,50.241001,,
136,K00789.01,FPOS,14.1798187,2.505,459.9,1.88,711.0,5799.0,4.539,0.878,291.0448,51.321671,,
140,K00803.01,FPOS,7.544039,6.222,322.6,17.47,838.0,5657.0,4.567,0.824,293.94116,38.601101,,
141,K00805.01,FPOS,10.32803571,7.7915,16918.0,13.28,843.0,5627.0,4.359,1.024,287.69675,38.886452,,
143,K00808.01,FPOS,2.99025443,5.414,589.2,1.7,918.0,4667.0,4.578,0.731,287.74881,38.92955,,
146,K00011.01,FPOS,3.747838198,5.0642,616.0,13.65,1031.0,5514.0,4.569,0.826,291.06152,50.265129,,
147,K00822.01,FPOS,7.91936937,3.3148,15148.0,10.34,814.0,5690.0,4.588,0.776,283.53845,40.217999,,
148,K00827.01,FPOS,5.97581754,3.065,962.4,3.86,1047.0,6108.0,4.471,0.997,294.22397,40.417858,,
150,K00831.01,FPOS,3.9043425,3.831,16228.0,12.28,1104.0,5810.0,4.526,0.898,294.05676,40.549679,,
151,K00832.01,FPOS,9.286358079,3.49949,44791.0,17.61,796.0,5670.0,4.523,0.821,294.74396,40.53392,,
153,K00836.01,FPOS,2.384052875,3.0918,1268.1,17.06,1010.0,4794.0,4.58,0.701,299.64285,40.691238,,
156,K00859.01,FPOS,10.44331991,2.743,1159.8,2.66,667.0,4947.0,4.516,0.802,286.24356,42.148811,,
157,K00862.01,FPOS,5.851520671,3.11058,33004.0,14.62,901.0,5532.0,4.53,0.806,284.08731,42.233231,,
158,K00866.01,FPOS,2.861159894,1.8832,1014.3,4.37,1355.0,6126.0,4.458,1.021,291.67172,42.343109,,
159,K00120.01,FPOS,20.5452375,2.517,218.5,2.41,742.0,5670.0,4.206,1.264,294.40192,50.172089,,
162,K00894.01,FPOS,7.9426176,6.703,1590.7,4.68,878.0,5811.0,4.521,0.926,299.00143,43.399632,,
164,K00888.01,FPOS,1.000747038,0.9967,1823.5,4.14,1620.0,5472.0,4.499,0.79,297.97513,43.164909,,
165,K00895.01,FPOS,4.409409243,3.8636,12861.0,10.95,1101.0,5600.0,4.368,0.975,296.41019,43.455391,,
166,K00905.01,FPOS,5.795063956,3.2496,1692.9,4.33,950.0,5865.0,4.563,0.827,296.50754,44.036072,,
169,K00932.01,FPOS,3.855599139,3.183,1030.9,3.57,1158.0,5936.0,4.501,0.965,296.39542,45.56992,,
171,K00917.01,FPOS,6.71969089,3.0231,969.7,4.37,952.0,5931.0,4.479,0.866,301.04956,44.706299,,
182,K00969.01,FPOS,17.51201477,1.8248,4511.7,13.66,804.0,6224.0,4.33,1.132,287.61633,39.127239,,
187,K01104.01,FPOS,0.890110752,0.8774,321.5,1.25,1372.0,4768.0,4.628,0.711,291.17068,38.008591,,
189,K01107.01,FPOS,0.73094589,4.32,250.2,17.12,1922.0,5901.0,4.553,0.848,289.7962,38.351181,,
190,K01172.01,FPOS,0.933749106,4.256,186.2,3.22,2863.0,6215.0,3.849,2.188,292.77588,47.461689,,
191,K01173.01,FPOS,2.037440623,3.442,118.6,1.19,1572.0,6253.0,4.415,1.015,295.79526,47.66396,,
192,K00133.01,FPOS,4.618767792,5.9957,4399.1,7.48,1170.0,6013.0,4.381,1.033,297.31006,49.703041,,
194,K01048.01,FPOS,3.411758679,3.158,570.6,14.71,684.0,3995.0,4.71,0.561,298.9917,41.074989,,
195,K01049.01,FPOS,0.525426427,1.0801,324.6,1.45,2069.0,5791.0,4.575,0.802,291.82181,41.11269,,
197,K01111.01,FPOS,10.26547688,3.733,399.6,1.81,770.0,5699.0,4.553,0.853,292.27905,38.284531,,
199,K01178.01,FPOS,4.800653901,9.0419,15304.0,16.91,1347.0,6715.0,4.347,1.241,296.13391,38.999008,,
201,K01180.01,FPOS,34.82008158,11.1711,18848.0,11.36,459.0,5114.0,4.522,0.784,286.86926,39.103729,,
208,K00982.01,FPOS,1.592633181,5.5605,633.1,1.56,1053.0,4506.0,4.626,0.651,291.76196,37.09864,,
210,K01182.01,FPOS,11.11620211,4.211,4843.9,8.96,853.0,6122.0,4.471,0.996,295.29193,38.964588,,
211,K01183.01,FPOS,1.922861499,3.5734,1916.2,5.09,1392.0,5778.0,4.531,0.911,291.44507,38.637211,,
212,K01184.01,FPOS,0.635445336,1.8592,2547.4,19.0,1177.0,3920.0,4.7,0.55,285.08026,39.18211,,
216,K00985.01,FPOS,2.002779769,2.231,260.5,1.42,1311.0,5346.0,4.44,0.892,298.44775,47.264999,,
220,K01057.01,FPOS,1.303859704,2.8239,36.7,0.98,2393.0,6802.0,4.103,1.521,298.13794,41.334358,,
222,K01119.01,FPOS,7.24476126,2.3145,58.0,0.65,837.0,5370.0,4.494,0.874,294.49011,38.194126,,
223,K00989.01,FPOS,81.221876,4.1135,9883.0,16.59,385.0,5619.0,4.536,0.874,296.38229,48.045311,,
224,K00989.02,FPOS,0.817026268,2.0799,1145.5,2.92,1784.0,5619.0,4.536,0.874,296.38229,48.045311,,
225,K01058.01,FPOS,5.670155713,0.9361,536.7,5.85,341.0,3337.0,5.126,0.183,292.26181,41.442554,,
226,K01119.02,FPOS,13.55480534,2.288,48.3,0.62,679.0,5370.0,4.494,0.874,294.49011,38.194126,,
239,K01125.01,FPOS,7.814839231,3.0122,2010.3,5.33,903.0,5887.0,4.499,0.931,294.02725,41.675968,,
240,K01126.01,FPOS,29.7452499,22.695,778.9,3.6,557.0,5334.0,4.372,1.004,297.75311,41.675991,,
247,K00997.01,FPOS,5.68628739,17.573,5559.7,4.5,1059.0,6052.0,4.442,0.956,290.77863,37.564079,,
249,K01065.01,FPOS,4.020628573,4.4085,20901.0,16.94,1232.0,6210.0,4.45,1.033,295.03925,44.191059,,
253,K01132.01,FPOS,1.914158508,3.2917,7829.2,13.63,1646.0,6289.0,4.407,1.118,301.01672,44.233841,,
254,K01196.01,FPOS,3.98216698,2.396,381.3,3.32,1374.0,5570.0,4.066,1.548,292.92276,38.47728,,
255,K01197.01,FPOS,0.643794198,1.5662,456.7,19.51,2011.0,5958.0,4.561,0.83,292.35287,38.942471,,
257,K01000.01,FPOS,0.856895349,1.3078,82.2,0.82,1881.0,6021.0,4.537,0.873,291.07446,37.744389,,
262,K01004.01,FPOS,1.838514968,2.7391,2721.7,4.86,1426.0,5751.0,4.508,0.94,292.89935,37.656059,,
263,K01071.01,FPOS,1.09206833,1.8596,219.2,1.29,1611.0,5639.0,4.551,0.859,295.51108,44.109261,,
264,K01073.01,FPOS,1.613001111,2.394,104.1,1.25,1680.0,5580.0,4.223,1.205,300.32898,44.151119,,
265,K01075.01,FPOS,1.343767797,1.9405,4702.6,18.66,2654.0,6324.0,3.8,2.312,299.70078,47.291752,,
266,K01076.01,FPOS,29.12436474,3.4209,6496.0,15.25,356.0,4457.0,4.767,0.481,297.39066,47.255711,,
268,K01139.01,FPOS,3.629442796,5.63,426.6,3.28,1434.0,6506.0,4.336,1.217,296.29196,44.33226,,
270,K01143.01,FPOS,7.44042933,2.991,547.3,2.74,883.0,5815.0,4.54,0.877,296.30762,44.21146,,
271,K01006.01,FPOS,30.6113932,3.576,3472.0,19.68,317.0,3900.0,4.727,0.534,299.65094,40.973282,,
273,K01009.01,FPOS,5.09246539,3.659,254.0,1.17,844.0,5037.0,4.547,0.751,291.15338,36.678841,,
274,K01077.01,FPOS,1.103971357,0.926,317.9,1.37,1471.0,5409.0,4.609,0.746,289.71466,47.34222,,
276,K01144.01,FPOS,2.44199803,2.759,251.7,1.44,1282.0,5970.0,4.564,0.796,292.85965,44.200642,,
277,K01147.01,FPOS,2.6827683,2.957,79.8,1.19,1551.0,6180.0,4.262,1.223,291.89075,44.223728,,
278,K00944.01,FPOS,3.108251172,2.5048,1867.7,4.43,1096.0,5330.0,4.495,0.847,294.79974,46.207569,,
279,K00946.01,FPOS,20.42720701,3.447,1273.0,4.42,674.0,6014.0,4.494,0.958,296.65915,46.382172,,
280,K01011.01,FPOS,6.198273591,7.53837,47303.0,19.81,985.0,6038.0,4.524,0.898,297.62027,40.943089,,
281,K01012.01,FPOS,1.023471798,2.3499,861.4,3.78,1727.0,5741.0,4.491,0.893,300.45575,43.934349,,
282,K01013.01,FPOS,0.51872711,1.252,714.1,19.07,1965.0,5572.0,4.597,0.762,293.38556,41.349819,,
283,K01080.01,FPOS,1.096583368,2.1188,308.5,1.35,1474.0,5222.0,4.528,0.763,297.78802,47.10107,,
285,K01016.01,FPOS,2.866680334,1.1264,712.4,2.93,1045.0,5238.0,4.598,0.764,295.4722,44.077381,,
287,K00143.01,FPOS,22.65117451,3.6895,2250.0,7.62,855.0,6968.0,4.31,1.333,290.10333,39.781631,,
288,K01084.01,FPOS,1.204274435,1.3362,185.8,1.19,1564.0,5668.0,4.552,0.849,294.59613,47.197449,,
290,K01152.01,FPOS,4.722254104,3.451,82670.0,14.45,557.0,3801.0,4.776,0.488,296.69562,47.327309,,
293,K01156.01,FPOS,1.872421727,1.5261,3018.9,5.65,1298.0,5337.0,4.486,0.825,281.5238,47.755341,,
295,K01021.01,FPOS,0.54624855,2.0543,639.7,18.93,1837.0,5414.0,4.625,0.714,287.13388,37.83926,,
296,K01023.01,FPOS,8.4120069,3.923,819.6,1.71,590.0,4502.0,4.668,0.621,291.85382,37.74192,,
299,K01091.01,FPOS,15.2384539,19.292,7019.0,9.84,829.0,6384.0,4.419,1.086,286.00031,38.284599,,
302,K01158.01,FPOS,6.47179275,6.788,402.5,2.08,1075.0,6341.0,4.446,1.033,296.69971,47.406731,,
303,K01025.01,FPOS,37.4783492,5.317,1467.9,10.05,262.0,3687.0,4.813,0.44,291.10846,37.857792,,
306,K01097.01,FPOS,10.9110487,7.033,401.9,2.36,786.0,5903.0,4.546,0.864,290.89407,38.435032,,
308,K00959.01,FPOS,12.71379418,2.44093,36719.0,2.31,181.0,2661.0,5.283,0.116,287.55972,46.957085,,
309,K00960.01,FPOS,15.80110003,6.37505,37545.0,15.61,614.0,5383.0,4.587,0.789,295.47067,44.010738,,
311,K01035.01,FPOS,1.217266418,3.3208,5811.5,14.49,2378.0,6631.0,4.145,1.638,292.76434,41.27528,,
313,K01037.01,FPOS,3.7228551,12.8164,2969.2,5.67,1118.0,5873.0,4.547,0.863,291.98337,41.555111,,
316,K01100.01,FPOS,0.73093905,2.8437,451.1,1.45,1488.0,4768.0,4.588,0.711,289.76483,38.35236,,
317,K01164.01,FPOS,0.933749941,6.606,415.3,12.93,919.0,3682.0,4.786,0.48,292.73892,47.49073,,
318,K01167.01,FPOS,0.445275074,2.276,254.7,1.21,1950.0,5346.0,4.621,0.725,297.13327,47.628769,,
319,K00132.01,FPOS,10.81013273,4.4618,6165.2,13.95,985.0,6211.0,4.269,1.284,294.41245,45.130852,,
325,K01041.01,FPOS,19.56313723,6.8575,5536.0,9.73,706.0,5766.0,4.352,1.077,297.52863,41.259911,,
326,K01042.01,FPOS,2.227718792,4.9699,1039.0,8.88,1400.0,6038.0,4.508,0.922,298.33893,41.073479,,
328,K01243.01,FPOS,3.125814002,1.7895,238.8,1.88,1460.0,6358.0,4.346,1.181,287.14944,42.105209,,
329,K01244.01,FPOS,10.80487163,2.7215,292.7,1.71,857.0,6092.0,4.471,0.998,292.23724,42.154289,,
330,K01365.01,FPOS,1.487084251,1.3233,295.7,1.6,1462.0,5650.0,4.551,0.876,281.43735,42.725269,,
332,K01248.01,FPOS,5.801880653,4.2608,41924.0,19.91,964.0,5845.0,4.541,0.874,289.40573,44.516941,,
335,K01313.01,FPOS,0.522457732,0.8907,143.8,1.52,2308.0,5991.0,4.459,0.954,286.66568,48.144581,,
