,PlanetName,HostName,PlanetLetter,NumberOfStars,NumberOfPlanets,NumberOfMoons,DiscoveryYear,OrbitalPeriod,OrbitSemiMajorAxis,PlanetEarthRadius,PlanetJupiterRadius,PlanetEarthMass,PlanetJupiterMass,PlanetProvenance,PlanetDensity,PlanetEquilibriumTemperature,StellarEffectiveTemperature,StellarRadius,StellarMass,StellarMetallicity,StellarMetallicityRatio,StellarLuminosity,StellarSurfaceGravity,StellarAge,StellarDensity,RA[sexagesimal],RA[deg],Dec[sexagesimal],Dec[deg],GalacticLatitude,GalacticLongitude,EclipticLatitude,EclipticLongitude,TotalProperMotion,ProperMotion(RA),ProperMotion(Dec),Distance,Parallax
650,Kepler-1242 b,Kepler-1242,b,1,1,0,2016,13.62798432,0.1039,2.26,0.202,5.73,0.018,M-R relationship,2.73,639.0,4895.0,0.74,0.77,-0.05,[Fe/H],-0.516,4.6,5.62,4.07205,18h58m25.49s,284.6062174,+41d11m46.84s,41.196344,16.25525,71.35665,63.37115,295.04642,8.0366477,-0.896662,-7.98647,687.615,1.42599
651,Kepler-1243 b,Kepler-1243,b,1,1,0,2016,16.8320729,0.1256,1.75,0.156,3.71,0.0117,M-R relationship,3.8,690.0,5667.0,0.94,0.96,0.01,[Fe/H],-0.244,4.48,4.37,1.56166,19h36m02.26s,294.009397,+42d52m50.80s,42.8807779,10.61295,75.92365,62.94673,310.9611,10.0391835,-10.0391,-0.0409567,758.17,1.29057
652,Kepler-1244 b,Kepler-1244,b,1,1,0,2016,3.70428172,0.0502,1.35,0.12,2.39,0.00752,M-R relationship,5.34,1839.0,6680.0,1.77,1.46,0.05,[Fe/H],1.032,4.1,1.7,0.11781,18h49m12.30s,282.3012505,+46d30m58.25s,46.5161814,19.68291,75.97691,68.93,294.06742,3.9145732,-0.15956,-3.91132,1075.81,0.900907
653,Kepler-1245 b,Kepler-1245,b,1,2,0,2016,4.35409304,0.0484,1.44,0.128,2.67,0.00839,M-R relationship,4.91,1043.0,5306.0,0.83,0.86,-0.01,[Fe/H],-0.411,4.55,4.57,3.05943,19h22m58.63s,290.7443078,+43d15m38.71s,43.260753,12.91958,75.19259,64.11431,306.21583,7.1462926,1.75122,-6.9284,805.936,1.21237
654,Kepler-1245 c,Kepler-1245,c,1,2,0,2016,2.93658468,0.0372,1.44,0.128,2.67,0.00839,M-R relationship,4.91,1190.0,5306.0,0.83,0.86,-0.01,[Fe/H],-0.411,4.55,4.57,4.05093,19h22m58.63s,290.7443078,+43d15m38.71s,43.260753,12.91958,75.19259,64.11431,306.21583,7.1462926,1.75122,-6.9284,805.936,1.21237
655,Kepler-1246 b,Kepler-1246,b,1,1,0,2016,11.32271513,0.0848,1.36,0.121,2.42,0.00761,M-R relationship,5.29,554.0,4611.0,0.69,0.73,-0.03,[Fe/H],-0.727,4.63,3.89,0.11476,19h10m37.74s,287.6572346,+48d58m55.94s,48.9822053,17.1689,79.73595,70.22103,306.03477,27.932397,-25.0951,12.266,436.505,2.26281
656,Kepler-1247 b,Kepler-1247,b,1,1,0,2016,13.71220213,0.1091,2.33,0.208,6.04,0.019,M-R relationship,2.62,676.0,5303.0,0.82,0.86,-0.05,[Fe/H],-0.345,4.55,4.68,7.43092,19h38m08.06s,294.5335974,+46d37m05.65s,46.6182365,11.98841,79.48787,66.25818,315.10247,10.7905452,6.17257,-8.85072,1045.92,0.92864
657,Kepler-1249 b,Kepler-1249,b,1,1,0,2016,24.3347127,0.167,2.38,0.212,6.26,0.0197,M-R relationship,2.55,647.0,6202.0,1.28,1.19,0.06,[Fe/H],0.428,4.29,2.82,0.67505,19h47m34.76s,296.8948517,+44d22m18.27s,44.3717429,9.47328,78.25844,63.53268,316.51139,9.774554,-1.74329,-9.61784,1904.54,0.497523
658,Kepler-125 b,Kepler-125,b,1,2,0,2014,4.164389,0.041,2.37,0.211,6.21,0.0195,M-R relationship,2.56,590.0,3810.0,0.51,0.54,-0.14,[Fe/H],-1.328,4.74,13.5,4.68232,19h53m01.95s,298.2581101,+47d36m18.01s,47.6050031,10.21915,81.59299,66.03691,321.80911,10.6308736,0.659458,10.6104,183.365,5.4249
659,Kepler-125 c,Kepler-125,c,1,2,0,2014,5.774464,0.051,0.74,0.066,0.33,0.00104,M-R relationship,4.47,529.0,3810.0,0.51,0.54,-0.14,[Fe/H],-1.328,4.74,13.5,4.68232,19h53m01.95s,298.2581101,+47d36m18.01s,47.6050031,10.21915,81.59299,66.03691,321.80911,10.6308736,0.659458,10.6104,183.365,5.4249
660,Kepler-1250 b,Kepler-1250,b,1,1,0,2016,2.60754383,0.0393,1.92,0.171,4.35,0.0137,M-R relationship,3.38,1431.0,5717.0,0.98,0.99,0.04,[Fe/H],0.343,4.46,4.57,8.08759,19h11m10.52s,287.7938184,+45d58m48.90s,45.9802492,15.94425,76.87489,67.36216,303.48484,5.737157,-5.68192,-0.794201,2126.85,0.440291
661,Kepler-1251 b,Kepler-1251,b,1,1,0,2016,45.0904643,0.2478,1.84,0.164,4.04,0.0127,M-R relationship,3.56,487.0,5545.0,0.89,0.92,-0.04,[Fe/H],-0.153,4.51,4.79,6.65298,19h28m27.63s,292.1151093,+49d15m22.97s,49.2563792,14.59844,81.1983,69.33145,314.11844,10.1273376,-3.52672,-9.49343,902.204,1.08
662,Kepler-1252 b,Kepler-1252,b,1,1,0,2016,15.0540329,0.1078,1.67,0.149,3.43,0.0108,M-R relationship,4.05,665.0,5949.0,1.09,1.06,0.03,[Fe/H],-0.13,4.38,3.89,1.52219,19h55m48.09s,298.9503634,+46d41m34.24s,46.6928437,9.35899,81.02454,65.01043,321.8061,12.51581,6.5259,10.6798,648.979,1.51226
663,Kepler-1253 b,Kepler-1253,b,1,1,0,2016,68.8861915,0.3133,1.33,0.119,2.33,0.00733,M-R relationship,5.44,501.0,5850.0,1.1,0.97,-0.14,[Fe/H],0.345,4.33,7.08,0.38914,18h55m32.45s,283.8852196,+47d38m13.74s,47.6371507,19.03753,77.47721,69.73815,297.83513,21.8034806,9.73565,-19.5092,514.524,1.91487
664,Kepler-1254 b,Kepler-1254,b,1,3,0,2016,9.99113313,0.0833,1.55,0.138,3.02,0.00951,M-R relationship,4.46,660.0,4985.0,0.75,0.78,-0.1,[Fe/H],-0.572,4.59,5.62,4.55362,19h00m41.60s,285.1733174,+48d46m12.04s,48.7700099,18.61756,78.91187,70.56841,301.23434,1.8091524,-0.824874,-1.61016,622.818,1.577
665,Kepler-1254 c,Kepler-1254,c,1,3,0,2016,3.60084276,0.0422,1.3,0.116,2.24,0.00705,M-R relationship,5.6,927.0,4985.0,0.75,0.78,-0.1,[Fe/H],-0.572,4.59,5.62,3.32192,19h00m41.60s,285.1733174,+48d46m12.04s,48.7700099,18.61756,78.91187,70.56841,301.23434,1.8091524,-0.824874,-1.61016,622.818,1.577
666,Kepler-1254 d,Kepler-1254,d,1,3,0,2016,5.72717226,0.0575,1.31,0.117,2.27,0.00714,M-R relationship,5.55,794.0,4985.0,0.75,0.78,-0.1,[Fe/H],-0.572,4.59,5.62,3.31866,19h00m41.60s,285.1733174,+48d46m12.04s,48.7700099,18.61756,78.91187,70.56841,301.23434,1.8091524,-0.824874,-1.61016,622.818,1.577
667,Kepler-1255 b,Kepler-1255,b,1,1,0,2016,36.2919336,0.2226,2.32,0.207,5.99,0.0189,M-R relationship,2.64,694.0,6018.0,1.12,1.08,0.02,[Fe/H],0.307,4.37,3.55,0.53968,19h40m57.42s,295.2392569,+42d43m35.34s,42.7264842,9.74242,76.21133,62.47668,312.67457,1.6672428,1.63034,-0.348841,1617.07,0.590994
668,Kepler-1256 b,Kepler-1256,b,1,1,0,2016,12.4127754,0.1063,1.49,0.133,2.83,0.00889,M-R relationship,4.7,933.0,6129.0,1.36,1.17,0.05,[Fe/H],0.428,4.23,3.72,0.57834,19h25m53.82s,291.4742443,+44d41m00.28s,44.6834119,13.05333,76.74286,65.27847,308.49043,17.7220972,-4.67887,-17.0933,891.192,1.09336
669,Kepler-1257 b,Kepler-1257,b,1,1,0,2016,2.66831376,0.0376,1.52,0.136,2.92,0.0092,M-R relationship,4.57,1252.0,5502.0,0.87,0.9,-0.09,[Fe/H],-0.136,4.52,4.37,1.42361,19h44m18.15s,296.0756231,+45d37m37.26s,45.6270165,10.58208,79.09698,64.91505,316.47314,12.883979,-9.39534,-8.81615,1105.95,0.876807
670,Kepler-1258 b,Kepler-1258,b,1,1,0,2016,0.98494017,0.0201,0.86,0.077,0.566,0.00178,M-R relationship,4.89,2335.0,5839.0,0.99,0.99,-0.07,[Fe/H],0.094,4.45,3.89,1.17376,19h01m37.19s,285.4049723,+49d59m41.35s,49.9948186,18.89697,80.18131,71.67807,302.904,22.5632876,1.32244,22.5245,717.555,1.36485
671,Kepler-1259 b,Kepler-1259,b,1,1,0,2016,0.66308526,0.0141,1.43,0.128,2.63,0.00829,M-R relationship,4.94,1681.0,5053.0,0.77,0.8,-0.07,[Fe/H],-0.333,4.58,5.25,4.30442,19h51m21.95s,297.8414628,+46d58m03.46s,46.9676288,10.15452,80.88765,65.59893,320.4847,10.0292858,-8.18094,-5.80162,805.562,1.2131
672,Kepler-126 b,Kepler-126,b,1,3,0,2014,10.495711,0.099,1.52,0.136,2.92,0.0092,M-R relationship,4.57,1009.0,6239.0,1.36,1.18,-0.07,[Fe/H],0.452,4.25,3.39,0.55661,19h17m23.37s,289.3473634,+44d12m30.40s,44.2084445,14.23267,75.64407,65.3347,304.68409,23.0479919,11.4791,-19.986,237.401,4.18363
673,Kepler-126 c,Kepler-126,c,1,3,0,2014,21.869741,0.162,1.58,0.141,3.12,0.00982,M-R relationship,4.35,790.0,6239.0,1.36,1.18,-0.07,[Fe/H],0.452,4.25,3.39,0.55661,19h17m23.37s,289.3473634,+44d12m30.40s,44.2084445,14.23267,75.64407,65.3347,304.68409,23.0479919,11.4791,-19.986,237.401,4.18363
674,Kepler-126 d,Kepler-126,d,1,3,0,2014,100.283134,0.448,2.5,0.223,6.8,0.0214,M-R relationship,2.39,475.0,6239.0,1.36,1.18,-0.07,[Fe/H],0.452,4.25,3.39,0.71931,19h17m23.37s,289.3473634,+44d12m30.40s,44.2084445,14.23267,75.64407,65.3347,304.68409,23.0479919,11.4791,-19.986,237.401,4.18363
675,Kepler-1260 b,Kepler-1260,b,1,1,0,2016,19.1187753,0.1444,1.77,0.158,3.78,0.0119,M-R relationship,3.75,823.0,5961.0,1.08,1.06,0.01,[Fe/H],0.526,4.39,3.8,0.13337,19h42m21.90s,295.5912652,+42d33m18.81s,42.5552261,9.43327,76.18255,62.22217,313.05767,1.8102323,0.844547,-1.60115,1734.43,0.548413
676,Kepler-1261 b,Kepler-1261,b,1,1,0,2016,48.4308991,0.239,2.26,0.202,5.73,0.018,M-R relationship,2.73,396.0,5006.0,0.77,0.82,0.03,[Fe/H],-0.523,4.58,4.47,7.26483,19h00m55.79s,285.2324786,+48d48m24.11s,48.8066963,18.59368,78.96242,70.59101,301.38027,5.568581,0.209732,-5.56463,744.294,1.31506
677,Kepler-1262 b,Kepler-1262,b,1,1,0,2016,8.67900242,0.083,1.82,0.162,3.97,0.0125,M-R relationship,3.62,949.0,5771.0,0.98,0.99,-0.02,[Fe/H],-0.105,4.45,4.27,3.11474,19h15m05.24s,288.7718287,+42d12m47.41s,42.2131694,13.79639,73.59131,63.5586,302.36149,11.0967179,-0.391771,-11.0898,1054.87,0.919613
678,Kepler-1263 b,Kepler-1263,b,1,1,0,2016,4.55139967,0.0499,1.14,0.102,1.55,0.00489,M-R relationship,5.75,907.0,5213.0,0.8,0.84,-0.03,[Fe/H],-0.414,4.56,4.9,2.45318,19h05m56.07s,286.483626,+46d45m09.43s,46.7526182,17.07331,77.26389,68.3775,301.84165,1.4754558,0.0731778,-1.47364,664.83,1.47547
679,Kepler-1264 b,Kepler-1264,b,1,1,0,2016,0.96852602,0.0191,1.18,0.105,1.76,0.00553,M-R relationship,5.89,1677.0,5791.0,0.98,0.99,-0.02,[Fe/H],-0.055,4.45,4.17,3.41073,19h19m32.26s,289.8844102,+45d12m41.43s,45.2115075,14.29626,76.74948,66.15915,306.35703,2.4582494,0.543477,-2.39742,801.993,1.21925
680,Kepler-1265 b,Kepler-1265,b,1,1,0,2016,6.49441289,0.0612,1.35,0.12,2.39,0.00752,M-R relationship,5.34,732.0,4630.0,0.69,0.71,-0.1,[Fe/H],-0.7,4.63,5.25,4.27014,18h58m20.60s,284.5858364,+47d04m46.43s,47.0795646,18.40058,77.09588,69.07058,298.69042,6.8511287,4.34002,5.30115,583.641,1.68501
681,Kepler-1266 b,Kepler-1266,b,1,2,0,2016,28.474748,0.1689,2.58,0.23,7.18,0.0226,M-R relationship,2.3,489.0,5044.0,0.76,0.8,-0.07,[Fe/H],-0.53,4.59,5.13,0.36789,19h03m28.64s,285.8693277,+42d43m40.80s,42.7279996,15.96593,73.20234,64.6344,297.96206,19.6700418,5.13741,-18.9873,849.312,1.14948
682,Kepler-1266 c,Kepler-1266,c,1,2,0,2021,4.86631012,0.052,1.68,0.15,3.46,0.0109,M-R relationship,4.01,881.0,4996.0,0.83,0.79,0.14,[Fe/H],-0.53,4.5,5.13,0.73807,19h03m28.64s,285.8693277,+42d43m40.80s,42.7279996,15.96593,73.20234,64.6344,297.96206,19.6700418,5.13741,-18.9873,849.312,1.14948
683,Kepler-1267 b,Kepler-1267,b,1,1,0,2016,13.0313945,0.1057,3.01,0.269,9.32,0.0293,M-R relationship,1.88,774.0,6096.0,1.2,1.15,0.07,[Fe/H],0.003,4.33,3.24,1.52999,19h56m40.68s,299.1695093,+43d26m27.79s,43.4410533,7.58873,78.26219,62.01362,318.95029,10.2230908,-4.22323,-9.30999,1379.43,0.697575
684,Kepler-1268 b,Kepler-1268,b,1,1,0,2016,40.9903986,0.2383,2.03,0.181,4.78,0.015,M-R relationship,3.14,627.0,5904.0,1.09,1.06,0.05,[Fe/H],0.345,4.38,4.27,0.93341,19h11m21.22s,287.838419,+43d09m11.44s,43.1531776,14.80444,74.19149,64.65562,301.47164,15.6592351,-7.43518,-13.7815,1840.77,0.514107
685,Kepler-1269 b,Kepler-1269,b,1,1,0,2016,37.3331536,0.226,1.63,0.145,3.29,0.0104,M-R relationship,4.17,657.0,5998.0,1.15,1.1,0.07,[Fe/H],0.556,4.36,3.55,0.84302,19h11m13.33s,287.8055442,+45d20m25.93s,45.3405371,15.68836,76.26546,66.75182,302.99282,6.0825656,-4.02474,-4.5606,1097.23,0.882619
686,Kepler-127 b,Kepler-127,b,1,3,0,2014,14.435889,0.125,1.4,0.125,2.54,0.008,M-R relationship,5.09,884.0,6106.0,1.36,1.27,0.214,[M/H],0.407,4.26,2.63,0.52724,19h00m45.59s,285.1899439,+46d01m41.01s,46.0280596,17.64003,76.21619,67.94493,298.97858,20.8873926,-1.48131,20.8348,352.794,2.80577
687,Kepler-127 c,Kepler-127,c,1,3,0,2014,29.393195,0.2,2.66,0.237,7.56,0.0238,M-R relationship,2.21,698.0,6106.0,1.36,1.27,0.214,[M/H],0.407,4.26,2.63,0.73021,19h00m45.59s,285.1899439,+46d01m41.01s,46.0280596,17.64003,76.21619,67.94493,298.97858,20.8873926,-1.48131,20.8348,352.794,2.80577
688,Kepler-127 d,Kepler-127,d,1,3,0,2014,48.630408,0.28,2.64,0.236,7.46,0.0235,M-R relationship,2.23,590.0,6106.0,1.36,1.27,0.214,[M/H],0.407,4.26,2.63,0.52724,19h00m45.59s,285.1899439,+46d01m41.01s,46.0280596,17.64003,76.21619,67.94493,298.97858,20.8873926,-1.48131,20.8348,352.794,2.80577
689,Kepler-1270 b,Kepler-1270,b,1,1,0,2016,6.03356196,0.0663,3.32,0.296,11.0,0.0346,M-R relationship,1.65,1598.0,5047.0,3.38,1.28,-0.02,[Fe/H],0.713,3.49,4.37,0.04387,19h06m51.76s,286.7156676,+48d38m42.92s,48.6452552,17.62165,79.16873,70.1198,303.97595,9.5472232,0.200386,-9.54512,1095.05,0.884313
690,Kepler-1271 b,Kepler-1271,b,1,1,0,2016,3.0255955,0.0418,1.48,0.132,2.79,0.00879,M-R relationship,4.73,1484.0,6143.0,1.23,1.13,-0.01,[Fe/H],0.219,4.31,3.63,0.97998,19h05m22.63s,286.3442954,+37d24m42.96s,37.4119347,13.53624,68.29791,59.38285,296.03226,9.3847595,0.851066,-9.34609,831.991,1.17358
691,Kepler-1272 b,Kepler-1272,b,1,1,0,2016,51.1309704,0.2705,2.37,0.211,6.21,0.0195,M-R relationship,2.56,542.0,5926.0,1.09,1.06,0.06,[Fe/H],0.37,4.39,3.89,0.61921,19h00m52.74s,285.2197605,+38d48m21.02s,38.8058393,14.9037,69.2523,60.93579,294.90545,12.8101046,-9.48069,-8.61483,1206.37,0.800307
692,Kepler-1273 b,Kepler-1273,b,1,1,0,2016,28.625653,0.1857,2.49,0.222,6.76,0.0213,M-R relationship,2.41,573.0,5566.0,0.91,0.94,0.03,[Fe/H],-0.305,4.5,4.47,2.74306,19h03m12.77s,285.8032016,+44d52m24.23s,44.8733983,16.81761,75.2555,66.71641,299.22525,8.7369921,-3.17905,-8.1381,1114.24,0.869576
693,Kepler-1274 b,Kepler-1274,b,1,1,0,2016,6.98152703,0.0806,1.42,0.127,2.6,0.00819,M-R relationship,4.99,1384.0,6179.0,2.17,1.45,0.11,[Fe/H],0.798,3.93,2.88,0.1211,18h58m22.48s,284.5936858,+46d26m59.05s,46.4497364,18.17536,76.47638,68.46386,298.22343,8.1015481,-2.62749,-7.66364,614.648,1.59861
694,Kepler-1275 b,Kepler-1275,b,1,1,0,2016,3.65691115,0.0488,1.48,0.132,2.79,0.00879,M-R relationship,4.73,1368.0,6296.0,1.36,1.23,0.04,[Fe/H],0.315,4.26,2.51,3.17374,19h34m00.12s,293.5004955,+44d55m56.80s,44.9324455,11.8708,77.61798,64.99049,311.89226,1.6921596,-1.63105,-0.450644,1153.98,0.838045
695,Kepler-1276 b,Kepler-1276,b,1,1,0,2016,12.5720095,0.1072,1.19,0.106,1.81,0.0057,M-R relationship,5.9,886.0,6188.0,1.21,1.14,-0.02,[Fe/H],0.22,4.33,3.09,1.30364,19h11m25.68s,287.8570173,+40d32m49.89s,40.5471909,13.73968,71.7371,62.14453,299.91332,3.1839299,-1.41283,2.8533,538.481,1.8285
696,Kepler-1277 b,Kepler-1277,b,1,1,0,2016,40.8365012,0.2237,1.6,0.143,3.19,0.01,M-R relationship,4.28,496.0,5578.0,0.92,0.94,-0.01,[Fe/H],-0.199,4.49,5.01,2.40742,19h40m24.60s,295.1025166,+40d34m20.54s,40.5723736,8.81353,74.23928,60.49882,310.87296,19.1591275,19.0891,-1.63659,557.193,1.76603
697,Kepler-1278 b,Kepler-1278,b,1,1,0,2016,3.23941344,0.0419,1.01,0.09,1.01,0.00317,M-R relationship,5.39,1213.0,6074.0,1.16,1.11,0.02,[Fe/H],0.366,4.35,3.31,1.31343,18h51m49.66s,282.9569197,+42d49m32.01s,42.8255589,17.99014,72.47679,65.22873,293.1089,9.1934442,0.165191,-9.19196,889.426,1.09568
698,Kepler-1279 b,Kepler-1279,b,1,1,0,2016,23.4774101,0.1633,1.75,0.156,3.71,0.0117,M-R relationship,3.8,738.0,6221.0,1.33,1.21,0.06,[Fe/H],0.693,4.26,2.82,0.66996,19h12m22.94s,288.0955917,+40d21m57.27s,40.365909,13.49978,71.64355,61.92205,300.18572,16.9377049,-7.60379,-15.135,1494.22,0.640381
699,Kepler-128 b,Kepler-128,b,1,2,0,2013,15.09,0.1231,1.43,0.128,0.77,0.00242,Mass,1.46,968.0,6136.0,1.61,1.09,0.0,[Fe/H],0.575,4.07,4.07,0.30178,18h49m58.14s,282.4922622,+43d58m48.88s,43.9802442,18.70795,73.49392,66.42891,292.90704,13.3500188,5.94106,11.9552,396.379,2.49421
700,Kepler-128 c,Kepler-128,c,1,2,0,2013,22.804,0.1622,1.34,0.12,0.9,0.00283,Mass,2.07,843.0,6136.0,1.61,1.09,0.0,[Fe/H],0.575,4.07,4.07,0.30178,18h49m58.14s,282.4922622,+43d58m48.88s,43.9802442,18.70795,73.49392,66.42891,292.90704,13.3500188,5.94106,11.9552,396.379,2.49421
701,Kepler-1280 b,Kepler-1280,b,1,1,0,2016,66.5579057,0.38,1.87,0.167,4.16,0.0131,M-R relationship,3.5,757.0,6227.0,1.32,1.2,0.04,[Fe/H],0.679,4.28,2.82,0.45399,19h34m17.73s,293.5738933,+45d23m04.17s,45.3844919,12.02713,78.05474,65.3893,312.41428,7.7584919,0.189389,-7.75618,1486.7,0.643883
702,Kepler-1281 b,Kepler-1281,b,1,1,0,2016,3.11602791,0.0415,1.64,0.146,3.33,0.0105,M-R relationship,4.15,1123.0,5353.0,0.83,0.87,-0.04,[Fe/H],-0.292,4.55,4.37,2.44249,19h41m25.05s,295.3543571,+48d30m55.42s,48.5153932,12.35941,81.4737,67.73344,318.46958,10.4747487,-6.73477,-8.02267,1090.0,0.818645
703,Kepler-1282 b,Kepler-1282,b,1,1,0,2016,2.13194651,0.0335,1.55,0.138,3.02,0.00951,M-R relationship,4.46,1418.0,5504.0,0.89,0.92,0.01,[Fe/H],-0.183,4.51,4.57,3.01046,19h20m42.28s,290.1761688,+46d41m53.89s,46.6983036,14.72074,78.23617,67.48369,308.14944,5.8569292,2.47265,-5.30939,1103.29,0.878043
704,Kepler-1283 b,Kepler-1283,b,1,1,0,2016,12.9460978,0.1062,1.91,0.17,4.31,0.0136,M-R relationship,3.4,764.0,6175.0,1.25,1.16,0.04,[Fe/H],0.927,4.31,2.88,0.12756,19h41m50.96s,295.4623336,+40d46m36.96s,40.7769335,8.67095,74.55274,60.5965,311.53753,9.4586872,-3.82296,-8.65169,2921.99,0.314584
705,Kepler-1284 b,Kepler-1284,b,1,1,0,2016,0.66407381,0.0143,1.21,0.108,1.92,0.00606,M-R relationship,5.96,1703.0,5123.0,0.79,0.84,0.03,[Fe/H],-0.395,4.57,4.47,2.93951,19h25m06.95s,291.2789549,+47d41m15.28s,47.6875766,14.44622,79.48676,68.12233,310.96657,20.9303197,-4.9826,-20.3286,882.324,1.10517
706,Kepler-1285 b,Kepler-1285,b,1,1,0,2016,14.7967458,0.1268,0.97,0.087,0.871,0.00274,M-R relationship,5.24,874.0,6170.0,1.28,1.2,0.16,[Fe/H],0.481,4.3,2.75,0.39075,18h47m20.48s,281.8353366,+44d09m21.18s,44.1558825,19.21154,73.49975,66.70007,291.83993,9.6492029,-1.03966,-9.59303,422.269,2.33938
707,Kepler-1286 b,Kepler-1286,b,1,1,0,2016,11.25402929,0.0991,2.15,0.192,5.27,0.0166,M-R relationship,2.91,888.0,5753.0,0.98,1.0,0.03,[Fe/H],0.128,4.45,4.17,0.98366,18h41m02.01s,280.2583709,+43d50m08.68s,43.8357433,20.17847,72.7837,66.60411,288.87526,5.5585362,-3.16857,-4.567,1354.46,0.709606
708,Kepler-1287 b,Kepler-1287,b,1,1,0,2016,11.47685909,0.0976,1.54,0.137,2.99,0.0094,M-R relationship,4.5,796.0,5715.0,0.94,0.96,-0.05,[Fe/H],-0.091,4.48,4.07,4.79022,19h16m32.31s,289.1346298,+47d03m46.86s,47.063018,15.51923,78.28521,68.07669,306.72974,1.1087608,-0.623205,0.917042,1003.26,0.968282
709,Kepler-1288 b,Kepler-1288,b,1,1,0,2016,2.76122421,0.0435,1.12,0.1,1.46,0.00459,M-R relationship,5.71,2017.0,6132.0,1.29,1.2,0.14,[Fe/H],0.302,4.29,2.88,0.35577,19h02m51.24s,285.7135,+41d36m21.17s,41.6058799,15.64284,72.07908,63.57595,297.06865,0.6270665,0.287693,0.557176,814.078,1.4003796
710,Kepler-1289 b,Kepler-1289,b,1,1,0,2016,7.99019627,0.0785,1.52,0.136,2.92,0.0092,M-R relationship,4.57,1113.0,6080.0,1.17,1.1,0.02,[Fe/H],0.16,4.35,2.95,1.90469,19h45m33.30s,296.388767,+41d02m25.83s,41.040509,8.18427,75.12712,60.59498,313.06132,12.6250742,-6.9872,-10.5153,1053.57,0.920716
711,Kepler-129 b,Kepler-129,b,1,3,0,2014,15.79,0.13,2.4,0.214,20.00007371759673,0.06293,Msini,8.1,910.0,5770.0,1.65,1.18,0.29,[Fe/H],0.464,4.08,6.43,0.35927,19h01m14.68s,285.3111845,+47d50m54.52s,47.8484775,18.21023,78.0353,69.66334,300.65746,27.9746534,-13.2579,-24.6335,408.845,2.41732
712,Kepler-129 c,Kepler-129,c,1,3,0,2014,82.2,0.39,2.52,0.225,43.0,0.13529,Mass,14.8,525.0,5770.0,1.65,1.18,0.29,[Fe/H],0.464,4.08,6.43,0.2704,19h01m14.68s,285.3111845,+47d50m54.52s,47.8484775,18.21023,78.0353,69.66334,300.65746,27.9746534,-13.2579,-24.6335,408.845,2.41732
713,Kepler-1290 b,Kepler-1290,b,1,1,0,2016,4.69500134,0.0557,1.42,0.127,2.6,0.00819,M-R relationship,4.99,1098.0,5660.0,0.93,0.95,-0.02,[Fe/H],0.069,4.49,4.07,1.36344,19h22m44.45s,290.6852287,+43d51m34.62s,43.8596155,13.21299,75.73032,64.69447,306.57365,8.502854,-4.32574,-7.32028,1593.7,0.599171
714,Kepler-1291 b,Kepler-1291,b,1,1,0,2016,8.63043276,0.0779,1.66,0.148,3.39,0.0107,M-R relationship,4.07,739.0,5216.0,0.8,0.84,-0.04,[Fe/H],-0.467,4.56,4.9,1.45628,19h17m30.48s,289.3770051,+40d00m03.88s,40.0010791,12.45793,71.72318,61.30754,301.96311,17.735077,-4.58894,-17.1311,897.352,1.08646
715,Kepler-1292 b,Kepler-1292,b,1,1,0,2016,3.27646405,0.0443,1.82,0.162,3.97,0.0125,M-R relationship,3.62,1195.0,5556.0,0.93,0.95,0.08,[Fe/H],-0.091,4.49,4.68,2.37615,18h59m37.37s,284.9057222,+43d56m56.92s,43.9491434,17.07258,74.11024,65.99302,297.07729,3.3236424,-0.655407,3.25838,1493.43,0.64124
716,Kepler-1293 b,Kepler-1293,b,1,1,0,2016,5.57654784,0.0659,0.97,0.087,0.871,0.00274,M-R relationship,5.24,1183.0,6241.0,1.28,1.18,0.0,[Fe/H],0.604,4.29,2.82,0.34762,19h20m06.21s,290.0258783,+48d20m09.32s,48.3359227,15.47621,79.74475,69.04298,309.52901,6.4386674,-3.21302,-5.57969,1028.16,0.943767
717,Kepler-1294 b,Kepler-1294,b,1,1,0,2016,115.6862258,0.4684,3.19,0.285,10.3,0.0324,M-R relationship,1.74,401.0,5776.0,0.97,0.99,-0.03,[Fe/H],0.421,4.46,3.98,9.72741,19h25m04.34s,291.2681037,+44d29m17.38s,44.4881624,13.10236,76.49717,65.14602,308.00084,4.8943432,2.78946,-4.02163,1855.7,0.510047
718,Kepler-1295 b,Kepler-1295,b,1,1,0,2016,3.81371974,0.0464,1.55,0.138,3.02,0.00951,M-R relationship,4.46,1029.0,5486.0,0.89,0.92,0.04,[Fe/H],-0.283,4.51,4.68,4.18978,19h25m35.48s,291.3978451,+45d35m18.79s,45.588553,13.48868,77.56008,66.14423,309.14579,10.7822196,-6.71575,-8.43534,1174.46,0.823879
719,Kepler-1296 b,Kepler-1296,b,1,1,0,2016,8.3839865,0.0896,0.91,0.081,0.693,0.00218,M-R relationship,5.05,1285.0,5359.0,0.83,0.87,-0.04,[Fe/H],0.486,4.55,4.17,0.5853,19h28m30.02s,292.1251038,+41d24m28.05s,41.4077928,11.19315,73.94248,62.03177,307.03678,13.7066229,-12.7303,-5.08045,1551.54,0.616204
