ObjectOfInterest,Disposition,OrbitalPeriod,TransitDuration,TransitDepth,PlanetEarthRadius,PlanetEquilibriumTemperature,PlanetInsolationValue,StellarEffectiveTemperature,StellarLogG,StellarSunRadius,RightAscension,Declination,PlanetType,PlanetName
K03877.01,FPOS,3.04476607,9.568,272.6,15.7,1126,379.01,5627,4.568,0.818,293.68225,45.511398,N/A,N/A
K03645.01,FPOS,4.45543346,5.116,245680,51.69,1106,354.27,5780,4.438,1,298.33798,41.075291,N/A,N/A
K03646.01,FPOS,14.32388995,4.83729,69072,45.93,720,63.62,5853,4.529,0.895,294.59052,41.94651,N/A,N/A
K03647.01,FPOS,20.42723232,3.46429,121810,601.32,749,74.27,6167,4.354,1.121,296.65707,46.38052,N/A,N/A
K03648.01,FPOS,4.029803201,4.4301,191070,47.58,1233,545.64,6024,4.385,1.078,285.68704,38.26115,N/A,N/A
K03649.01,FPOS,1.303858554,4.36797,126640,73.29,2080,4438.11,6282,4.207,1.343,298.13248,41.33427,N/A,N/A
K03725.01,FPOS,1.570518376,3.2035,2213.2,450.76,4106,67267.85,5314,2.782,11.82,295.20288,38.51955,N/A,N/A
K03726.01,FPOS,115.9943364,2.4136,37571,13.66,265,1.16,4530,4.566,0.735,298.12396,42.403172,N/A,N/A
K03727.01,FPOS,0.623441636,1.46001,19340,29.19,1711,2025.22,5319,4.612,0.654,296.59149,50.490028,N/A,N/A
K03803.01,FPOS,14.5417471,5.6067,1088.6,163.25,1494,1176.23,5032,3.042,5.922,292.16907,41.619759,N/A,N/A
K03804.01,FPOS,2.81753381,2.1551,3836,52.91,1494,1180.61,6313,4.325,1.098,294.77493,43.592918,N/A,N/A
K03805.01,FPOS,56.6993107,7.0706,5824.7,539.16,1261,598.36,4727,2.497,13.547,294.07938,39.729641,N/A,N/A
K03806.01,FPOS,161.252247,23.467,2185.9,4.49,303,2,5555,4.502,0.811,298.94366,40.40519,N/A,N/A
K03879.01,FPOS,0.867719291,6.323,2651.8,37.79,2106,4662.2,6220,4.398,1.056,298.49451,40.733608,N/A,N/A
K03881.01,FPOS,0.84112187,2.0431,75070,39.34,1514,1240.91,5048,4.571,0.707,281.7446,44.16964,N/A,N/A
K03882.01,FPOS,0.828326025,1.42721,10718,49.67,1845,2739.59,5400,4.382,0.978,297.20352,41.228909,N/A,N/A
K03883.01,FPOS,1.219324537,4.7501,379060,60.62,1569,1432.21,5455,4.458,0.897,293.76782,46.237591,N/A,N/A
K03650.01,FPOS,2.401751509,2.0835,25044,268.75,888,146.91,4577,4.688,0.557,297.75845,41.513641,N/A,N/A
K03651.01,FPOS,36.97709537,5.2063,217140,59.66,546,21.08,5780,4.438,1,288.44485,41.172604,N/A,N/A
K03652.01,FPOS,16.37188364,3.44467,65927,70.73,840,117.9,5642,4.114,1.415,298.67557,44.175732,N/A,N/A
K03653.01,FPOS,2.617284592,9.5545,231450,162.67,2013,3885.11,5510,3.641,2.649,300.33557,44.986271,N/A,N/A
K03654.01,FPOS,10.14873521,5.603,116120,71.11,1045,281.19,6366,4.239,1.296,295.19583,42.418911,N/A,N/A
K03655.01,FPOS,2.897436854,3.2833,289810,64.69,1277,627.44,5780,4.438,1,300.87231,44.144318,N/A,N/A
K03729.01,FPOS,6.87366398,7.0845,9766.9,12.01,859,128.52,5662,4.575,0.805,300.41293,46.380669,N/A,N/A
K03730.01,FPOS,0.668483494,2.4129,722770,138.76,2082,4439.53,5780,4.438,1,298.25992,48.218964,N/A,N/A
K03731.01,FPOS,1.070272827,4.2844,9886.5,28.73,1224,528.52,4628,4.651,0.653,299.17062,40.871059,N/A,N/A
K07799.01,FPOS,0.977170246,3.4842,151.1,5.08,3226,25506.22,5596,3.48,3.938,295.74759,42.40163,N/A,N/A
K03732.01,FPOS,1.135930136,4.5036,27247,52.05,1836,2683.57,6247,4.489,0.954,292.80579,44.23605,N/A,N/A
K03807.01,FPOS,1.801863222,7.2492,262580,145.36,2721,12930.1,7479,3.919,2.324,283.0437,47.80463,N/A,N/A
K03808.01,FPOS,54.77145968,37.1871,7224.8,34.32,777,86.12,5145,3.466,3.866,291.90335,38.925861,N/A,N/A
K03809.01,FPOS,1.674690886,2.0179,527.4,29.78,1813,2558.96,6397,4.331,1.157,294.95724,45.405151,N/A,N/A
K03884.01,FPOS,2.112405306,2.5845,489,19.01,1225,533.2,5562,4.601,0.756,296.05884,39.613579,N/A,N/A
K03885.01,FPOS,1.870990236,1.8432,642.6,26.1,1668,1824.38,6384,4.419,1.086,293.84235,49.66206,N/A,N/A
K03886.01,FPOS,5.56648691,10.931,694.9,43.67,2618,11089.75,4694,2.564,12.701,301.0473,45.087631,N/A,N/A
K07787.01,FPOS,1.33253834,3.737,62.4,0.64,1453,1051.03,5520,4.572,0.818,286.43134,42.098339,N/A,N/A
K03887.01,FPOS,1.241483276,2.195,141,27.25,1847,2761.35,6140,4.394,1.053,299.51083,40.474548,N/A,N/A
K03656.01,FPOS,3.01551943,3.1713,159580,155.81,1837,2692.16,5299,3.672,2.761,298.88235,41.66333,N/A,N/A
K03657.01,FPOS,2.112395777,2.7714,262600,115.26,1419,957.45,5780,4.438,1,296.06036,39.615211,N/A,N/A
K03658.01,FPOS,2.252417903,1.9767,32296,27.09,782,88.43,3979,4.699,0.544,291.8819,37.18911,N/A,N/A
K03659.01,FPOS,2.900613144,3.7357,165480,38.63,1289,650.9,5977,4.472,0.931,296.43033,39.443489,N/A,N/A
K03660.01,FPOS,174.7697122,2.3569,68139,38.79,294,1.77,5704,4.575,0.804,293.15765,40.262711,N/A,N/A
K03733.01,FPOS,31.43284649,5.3541,178870,57.21,577,26.19,5780,4.438,1,294.48807,46.334099,N/A,N/A
K03734.01,FPOS,9.72675447,19.6214,6641.6,995.22,1363,815.99,6327,3.84,2.433,292.58875,47.393799,N/A,N/A
K03735.01,FPOS,8.096939227,2.8833,142890,68.48,1194,481.48,6572,4.208,1.418,292.7337,37.559311,N/A,N/A
K03736.01,FPOS,0.64234865,2.1184,39597,25.76,1829,2653.37,5441,4.553,0.791,292.13733,38.602348,N/A,N/A
K03737.01,FPOS,130.4194187,4.165,2290.9,57.51,473,11.79,5770,3.946,1.685,286.69733,42.45116,N/A,N/A
K03812.01,FPOS,1.78526527,6.2233,1733.1,41.19,1815,2563.99,6505,4.342,1.228,298.22964,41.459839,N/A,N/A
K03813.01,FPOS,4.8591441,3.8588,2183.6,6.9,1303,681.41,6586,4.361,1.207,297.94922,40.530708,N/A,N/A
K03814.01,FPOS,5.95077813,5.6,761.8,32.26,2366,7394.55,5122,2.886,9.828,293.0748,38.16972,N/A,N/A
K02048.02,FPOS,99.673478,0.968,2496,576.14,262,1.11,4932,4.777,0.492,293.05801,45.248821,N/A,N/A
K03888.01,FPOS,0.955297055,1.7405,846.1,18.16,1550,1367.42,5319,4.548,0.734,299.78207,44.19981,N/A,N/A
K03889.01,FPOS,280.476576,32.24,651.2,3.16,268,1.22,5869,4.528,0.892,292.61954,48.081478,N/A,N/A
K03890.01,FPOS,152.8255989,22.688,2173.5,34.85,734,68.47,4991,2.933,7.506,293.77213,44.63847,N/A,N/A
K03661.01,FPOS,4.252082243,2.7543,8290.5,33.14,1064,303.48,5802,4.492,0.794,297.64441,43.632172,N/A,N/A
K03662.01,FPOS,14.18022831,4.5344,172740,62.41,873,137.11,6289,4.33,1.142,291.05017,51.321751,N/A,N/A
K03664.01,FPOS,1.87887673,6.60887,824390,148.25,1846,2750.37,6569,4.281,1.235,297.42035,39.775108,N/A,N/A
K03665.01,FPOS,17.79391159,4.3194,93395,33.3,697,55.88,5780,4.438,1,288.02426,43.545841,N/A,N/A
K03666.01,FPOS,7.942583252,7.0612,88327,219.02,1285,644.35,5516,3.765,2.178,298.99731,43.398861,N/A,N/A
K03738.01,FPOS,15.85231085,4.8707,437860,679.44,725,65.17,5780,4.438,1,299.01227,40.660034,N/A,N/A
K03739.01,FPOS,2.415925551,9.7769,560970,300.82,3329,29070.1,8796,3.711,3.278,290.01151,48.244202,N/A,N/A
K03740.01,FPOS,0.656201038,4.17901,174860,112.77,2157,5094.25,6025,4.472,0.999,298.5304,40.39846,N/A,N/A
K03741.01,FPOS,2.617280959,9.661,3089.9,395.94,1689,1918.98,6432,4.207,1.345,300.33237,44.986141,N/A,N/A
K03742.01,FPOS,1.412524016,5.74859,175780,68.92,1978,3627.17,6690,4.375,1.174,299.37808,40.757359,N/A,N/A
K01776.01,FPOS,5.77676732,6.822,5794.8,26.2,670,47.55,4401,4.621,0.645,298.80362,44.4174,N/A,N/A
K02027.01,FPOS,3.635723653,2.1862,80,1.23,1478,1126.72,6422,4.249,1.295,290.33813,44.60387,N/A,N/A
K07848.01,FPOS,369.181947,3.239,913,2.6,245,0.85,5959,4.546,0.859,293.43799,43.476501,N/A,N/A
K01859.01,FPOS,45.3968385,4.477,1355.2,21.23,437,8.62,5649,4.633,0.705,292.17706,44.786598,N/A,N/A
K01953.01,FPOS,15.160166,5.856,307.9,2.09,821,107.59,5940,4.3,1.191,300.39197,44.780041,N/A,N/A
K02088.01,FPOS,2.63009438,11.226,388.9,25.55,1480,1135.97,6338,4.418,1.091,294.39557,50.719589,N/A,N/A
K02089.01,FPOS,9.40527028,2.076,470.9,25.39,938,182.72,6347,4.464,0.996,297.33582,46.15099,N/A,N/A
K02112.01,FPOS,4.15713766,1.808,77,1.17,1401,908.82,6470,4.301,1.324,291.96689,47.698456,N/A,N/A
K02118.01,FPOS,3.2136904,2.205,55.8,1.22,1591,1515.7,6184,4.151,1.579,299.26431,47.491791,N/A,N/A
K02127.01,FPOS,2.87066026,1.541,450.8,1.72,1196,484.17,5910,4.578,0.796,294.74448,41.749962,N/A,N/A
K03964.01,FPOS,0.991105114,2.2137,286390,36.87,1257,589.31,4769,4.673,0.578,294.3541,46.840851,N/A,N/A
K03965.01,FPOS,12.42558039,57.2012,1131,21.34,563,23.83,4594,4.58,0.743,297.61902,40.568062,N/A,N/A
K03967.01,FPOS,12.4260454,27.7691,582.1,2.64,706,58.88,5645,4.569,0.817,297.64737,40.536461,N/A,N/A
K03967.02,FPOS,12.4260002,30.1966,468.6,2.39,706,58.88,5645,4.569,0.817,297.64737,40.536461,N/A,N/A
K03968.01,FPOS,1.50650136,3.1126,66.9,0.8,1562,1403.44,5607,4.381,0.948,293.7749,45.087639,N/A,N/A
K01667.01,FPOS,1.179969562,1.9745,1109.3,120.02,2960,18136.88,5500,3.491,3.899,293.20209,40.170921,N/A,N/A
K01668.01,FPOS,10.10176739,2.1267,601.7,26.09,829,111.86,6058,4.54,0.867,293.1416,40.262299,N/A,N/A
K01782.01,FPOS,15.42040937,2.3707,14759,16.62,661,45.03,5468,4.505,0.88,287.2106,44.849129,N/A,N/A
K01844.01,FPOS,61.4913415,9.627,3692.4,4.57,323,2.58,4796,4.656,0.598,294.35666,45.192959,N/A,N/A
K01993.01,FPOS,16.00351679,4.001,668.3,18.01,586,27.83,5283,4.594,0.695,297.91864,45.347061,N/A,N/A
K01865.01,FPOS,1.86390886,4.414,176.1,77.99,2902,16718.87,6689,3.594,3.381,299.87238,45.499592,N/A,N/A
K02320.01,FPOS,2.03743942,3.103,112.5,0.82,1299,673.94,5751,4.577,0.774,295.841,47.681889,N/A,N/A
K02322.01,FPOS,332.74984,14.77,518.1,2.55,302,1.97,6372,4.375,1.112,295.03903,43.95454,N/A,N/A
K02330.01,FPOS,2.4681015,2.83,172.8,1.22,1244,564.74,5516,4.466,0.872,298.84979,44.615009,N/A,N/A
K02349.01,FPOS,215.15218,19.97,264.2,1.36,287,1.61,5914,4.563,0.828,294.53214,43.75441,N/A,N/A
K02359.01,FPOS,3.17275711,5.404,313.2,1.27,966,206.07,5058,4.61,0.739,296.28696,44.022671,N/A,N/A
K03969.01,FPOS,0.73619448,1.1148,247.3,1.84,2268,6218.56,6355,4.418,1.09,298.52603,40.612091,N/A,N/A
K03970.01,FPOS,10.18670759,7.498,261.2,0.95,477,12.29,3995,4.694,0.555,295.11502,45.96648,N/A,N/A
K03971.01,FPOS,365.994154,13.071,698.5,2.87,263,1.14,6074,4.466,0.965,279.85272,43.664459,N/A,N/A
K03972.01,FPOS,0.54028956,3.619,293.5,21.45,2279,6356.72,5997,4.483,0.993,296.0878,41.316841,N/A,N/A
K01673.01,FPOS,2.49047468,2.2003,222.2,1.53,1413,940.43,6067,4.433,0.997,290.73367,40.43116,N/A,N/A
K01674.01,FPOS,2.17257963,1.5794,335.5,13.55,1518,1254.52,6038,4.34,0.971,290.2442,40.559269,N/A,N/A
K01676.01,FPOS,3.307669761,1.672,243.1,3.87,1840,2710.89,5959,3.829,2.382,290.33612,40.653061,N/A,N/A
K01678.01,FPOS,3.183961388,3.7875,39268,37.22,1615,1608.01,5716,3.963,1.76,289.81805,40.723919,N/A,N/A
K07837.01,FPOS,48.507991,8.984,288.9,2.06,511,16.08,6031,4.476,0.966,297.92322,42.938789,N/A,N/A
K01679.01,FPOS,0.759766456,5.323,480.5,29.02,2128,4850.1,6174,4.455,1.026,290.51105,40.708569,N/A,N/A
K01785.01,FPOS,1.219034472,2.151,6923.8,9.82,1845,2734.97,5833,4.333,1.192,299.97183,45.809738,N/A,N/A
K01954.01,FPOS,7.37339245,2.883,125,13.73,1098,344.18,6484,4.36,1.093,293.38184,46.098701,N/A,N/A
K01742.01,FPOS,4.70847097,6.0503,32622,19.58,1202,493,6214,4.391,1.061,292.65988,46.159538,N/A,N/A
K01806.01,FPOS,2.404556949,7.4918,408.7,4.69,1958,3474.41,6426,4.013,1.775,293.21356,46.175129,N/A,N/A
K01795.01,FPOS,2.972047661,1.198,5945,24.74,881,142.01,4491,4.58,0.711,300.41727,46.335991,N/A,N/A
K02362.01,FPOS,2.237180102,1.4734,493.8,1.75,1134,390.02,5080,4.538,0.793,291.88126,44.555729,N/A,N/A
K02391.01,FPOS,0.93374232,6.552,351.4,18.29,1638,1706.25,5553,4.577,0.806,292.77484,47.451099,N/A,N/A
K02396.01,FPOS,0.495434094,1.2496,287.9,1.57,2151,5088.43,5529,4.471,0.936,293.97278,50.645142,N/A,N/A
K02446.01,FPOS,8.48031302,5.988,107,2.74,1510,1229.56,6541,3.778,2.43,298.74857,46.68047,N/A,N/A
K03973.01,FPOS,0.882131829,6.8106,3620.9,8.13,1963,3510.31,6168,4.482,0.911,296.11182,49.561951,N/A,N/A
K03974.01,FPOS,0.489682339,1.7495,431670,37.47,1251,580.4,3898,4.735,0.53,282.19308,43.733219,N/A,N/A
K03976.01,FPOS,2.189098506,5.1498,2533.7,29.7,1288,651.22,5681,4.551,0.859,285.87671,39.685951,N/A,N/A
K03977.01,FPOS,0.7088055,3.6789,17575,41.08,2035,4055.22,5989,4.5,0.908,294.04828,38.364109,N/A,N/A
K01682.01,FPOS,88.821421,9.35,393.7,234.99,634,38.13,5081,3.484,3.365,291.21811,40.839329,N/A,N/A
K01689.01,FPOS,1.507761203,3.096,2773.7,31.77,1301,675.11,5069,4.53,0.818,298.88397,41.662079,N/A,N/A
K01690.01,FPOS,1.506019633,2.408,136.9,1.08,1628,1660.03,6065,4.454,0.896,299.10248,41.887459,N/A,N/A
K07838.01,FPOS,0.572513875,2.353,49.3,0.52,1779,2365.45,5171,4.576,0.76,287.39417,43.080681,N/A,N/A
K01691.01,FPOS,35.14578122,2.253,6789.4,32.5,480,12.6,5437,4.554,0.783,293.33807,42.016312,N/A,N/A
K01694.01,FPOS,3.690317047,1.3784,465.5,20.23,1280,634.09,6120,4.395,1.054,294.01492,42.139191,N/A,N/A
K01966.01,FPOS,2.95600563,2.6717,76.1,0.81,1211,509.55,5668,4.472,0.916,299.77972,46.890469,N/A,N/A
K01796.01,FPOS,11.80570754,2.0494,2052.1,18.48,1153,417.85,6065,3.888,1.891,294.91611,46.944977,N/A,N/A
K07851.01,FPOS,25.3710555,3.739,78.6,1.43,779,87.17,6029,4.127,1.494,297.58942,43.516178,N/A,N/A
K01827.01,FPOS,8.58966893,6.962,429.6,155.18,4900,136317.25,3837,0.829,80.307,298.77295,46.921246,N/A,N/A
K01823.01,FPOS,4.468456599,1.4195,906.7,24.81,1081,321.94,5869,4.513,0.942,297.78775,47.098331,N/A,N/A
K02500.01,FPOS,0.933754669,4.048,89.3,1.48,2475,8881.31,6443,4.146,1.457,292.77899,47.552216,N/A,N/A
K02568.01,FPOS,1.71030803,2.718,216,1.32,1449,1039.18,5790,4.528,0.9,292.71548,41.943562,N/A,N/A
K02570.01,FPOS,79.9201319,4.482,1326.8,1.81,217,0.53,3812,4.767,0.476,297.29269,48.11438,N/A,N/A
K02575.01,FPOS,199.3113,6.43,383.6,1.64,278,1.42,5662,4.577,0.789,295.06677,43.98209,N/A,N/A
K02584.01,FPOS,157.82131,12.42,192.3,1.59,377,4.75,6082,4.342,1.147,290.98767,47.976639,N/A,N/A
K03978.01,FPOS,2.28612573,12.408,301.6,22.63,1433,993.96,6063,4.476,1.012,297.21194,47.027802,N/A,N/A
K03979.01,FPOS,1.33254971,4.69,158.3,1.36,1782,2377.19,6150,4.41,1.004,295.16199,46.76273,N/A,N/A
K03980.01,FPOS,0.469334634,0.8864,340.4,2.4,2432,8264.27,5888,4.394,1.008,281.24307,42.254929,N/A,N/A
K03981.01,FPOS,0.849277809,3.137,690.8,20.11,1781,2366.84,5743,4.553,0.853,296.99405,41.129471,N/A,N/A
K01696.01,FPOS,1.752564549,3.503,116.6,1.38,1741,2174.09,6221,4.333,1.18,298.77509,42.39323,N/A,N/A
K07839.01,FPOS,0.566816802,1.981,94,0.68,1585,1483.43,4665,4.584,0.704,292.75653,43.036888,N/A,N/A
K01697.01,FPOS,1.752553762,3.877,414.7,1.06,933,178.74,4408,4.713,0.529,298.8222,42.394642,N/A,N/A
K01698.01,FPOS,2.065351521,2.661,173.2,1.03,1196,485.51,5266,4.536,0.749,298.49808,42.466412,N/A,N/A
K01699.01,FPOS,2.253551793,3.66,119.6,1.7,1812,2547.01,6526,4.217,1.426,297.12173,42.673321,N/A,N/A
K01896.01,FPOS,1.854493861,4.2367,1287.3,29.39,1291,657.94,5431,4.563,0.843,298.73807,47.381741,N/A,N/A
K07852.01,FPOS,1.020713389,0.873,102.3,0.9,1724,2079.36,5815,4.52,0.87,287.24149,43.679661,N/A,N/A
K01763.01,FPOS,2.1990638,3.197,344.8,1.33,1087,330.97,5003,4.572,0.707,298.77988,47.66095,N/A,N/A
K01807.01,FPOS,132.1331011,26.715,7956.2,75.08,809,101.41,5067,2.877,8.121,296.92874,47.88295,N/A,N/A
K01999.01,FPOS,1.120646438,1.7664,322.5,89.35,2783,14127.22,4972,3.449,4.034,297.61398,47.811401,N/A,N/A
K02653.01,FPOS,1.710279417,2.252,228.8,1.57,1524,1272.5,5834,4.472,1.023,292.71729,41.901218,N/A,N/A
K02661.01,FPOS,65.238281,5.756,197.2,5.18,734,68.49,5254,3.506,3.761,292.74707,42.379929,N/A,N/A
K07817.01,FPOS,0.56679641,2.324,26.7,0.46,1940,3349.38,5403,4.54,0.888,291.77136,42.671249,N/A,N/A
K03982.01,FPOS,2.399081606,4.384,6071.6,40.6,1360,810.78,5780,4.438,1,298.57697,40.490395,N/A,N/A
K03983.01,FPOS,5.14072621,27.24,145.6,19.28,1076,317.19,5751,4.389,1.035,298.55258,47.247318,N/A,N/A
K07829.01,FPOS,0.566798545,5.224,36.9,0.53,2004,3787.58,5629,4.553,0.87,291.67123,42.812359,N/A,N/A
K03985.01,FPOS,3.55653637,8.7,202.5,1.7,1272,619.57,5950,4.395,1.114,297.1322,46.256489,N/A,N/A
K03986.01,FPOS,9.60853601,3.672,584.4,31.99,984,221.77,6377,4.398,1.158,293.09589,47.996578,N/A,N/A
K03987.01,FPOS,0.933747751,3.9236,76.6,2.07,3112,22250.69,6985,3.936,2.187,292.76535,47.512272,N/A,N/A
K01703.01,FPOS,3.17463577,10.988,405.9,9.32,1296,667.65,5999,4.417,0.996,296.74991,42.952358,N/A,N/A
K07840.01,FPOS,0.902222843,2.0516,29.7,48.23,10340,2710661.9,3705,0.798,89.806,298.14603,43.075199,N/A,N/A
K01709.01,FPOS,22.4685309,3.034,242.3,20.05,1040,276.85,5461,3.566,3.301,296.80951,43.450851,N/A,N/A
K01712.01,FPOS,10.16104834,3.0448,908.9,2.72,800,96.98,5636,4.462,0.913,290.73578,44.090488,N/A,N/A
K01714.01,FPOS,2.743978797,6.442,39994,38.11,1136,392.49,5334,4.492,0.81,294.24811,46.374008,N/A,N/A
K01719.01,FPOS,1.332561398,4.103,150.6,2.16,2276,6330.12,6468,4.107,1.602,295.25388,46.76136,N/A,N/A
K07853.01,FPOS,364.14397,15.37,513.5,2.2,259,1.06,6039,4.493,0.951,288.59802,43.681469,N/A,N/A
K01887.01,FPOS,21.78769087,4.498,507.7,71.95,1042,278.24,5627,3.633,3.05,286.46616,48.495918,N/A,N/A
K01774.01,FPOS,2.368173896,2.346,10143,10.92,1428,983.51,5944,4.393,0.991,284.86145,49.026989,N/A,N/A
K02015.01,FPOS,5.73865933,4.051,688.6,1.84,535,19.33,3841,4.756,0.509,292.8053,49.040459,N/A,N/A
K01771.01,FPOS,91.05641908,6.7282,57608,53.1,431,8.13,6142,4.456,1.046,287.66364,49.141499,N/A,N/A
K02814.01,FPOS,0.475068516,0.8552,110.1,1.03,2372,7444.39,6045,4.494,0.955,295.51825,39.593391,N/A,N/A
K02818.01,FPOS,1.79683793,7.911,223.3,3.37,2397,7783.32,7592,4.159,1.714,298.5798,40.072182,N/A,N/A
K03988.01,FPOS,12.425484,28.0218,117.2,1.55,773,84.37,5478,4.351,1.017,297.59946,40.55901,N/A,N/A
K03989.01,FPOS,1.204529346,1.62,86.9,1.4,1968,3561.16,5340,4.046,1.504,296.55164,40.71278,N/A,N/A
K03990.01,FPOS,2.15839583,8.09,352.2,14.28,1103,350.53,5272,4.659,0.662,283.0527,41.859711,N/A,N/A
K07841.01,FPOS,371.1495,15.855,597.3,2.07,245,0.85,5988,4.541,0.836,294.80182,43.13324,N/A,N/A
K01635.01,FPOS,3.374684854,4.48335,80917,49.25,1163,432.73,5754,4.514,0.943,297.66129,47.62394,N/A,N/A
K01636.01,FPOS,2.61841046,3.304,180.2,1.12,1245,567.24,5912,4.566,0.82,299.06693,47.895191,N/A,N/A
K01638.01,FPOS,4.593594819,2.6391,1455.2,8.85,1125,378.37,6075,4.486,0.969,297.46457,48.088001,N/A,N/A
K01639.01,FPOS,125.0426,8.99,104.3,1.2,416,7.06,6273,4.364,1.139,297.90045,48.0947,N/A,N/A
K01640.01,FPOS,6.17039154,2.116,502.9,2.17,1029,264.63,6137,4.487,0.963,297.66211,48.115898,N/A,N/A
K01642.01,FPOS,0.364860478,1.4736,112.6,0.68,1993,3703.08,5220,4.622,0.642,298.39774,48.212318,N/A,N/A
K01983.01,FPOS,6.90522317,3.533,420.3,4.54,1343,768.55,6596,4.135,1.721,290.28619,51.834026,N/A,N/A
K02041.01,FPOS,1.5259105,3.114,83.9,2.63,2545,9917.8,6640,3.884,2.099,295.32501,40.187576,N/A,N/A
K02139.01,FPOS,4.27121961,2.9283,966.7,2.17,802,97.84,4702,4.602,0.67,295.00293,44.09203,N/A,N/A
K07819.01,FPOS,0.769358923,1.5364,44.8,1.93,2928,17335.4,5267,3.655,2.935,283.11136,42.76107,N/A,N/A
K02591.01,FPOS,0.755109106,2.967,106,0.85,1733,2130.82,5452,4.572,0.815,284.37183,40.712971,N/A,N/A
K02599.01,FPOS,25.3239215,70.405,1379.7,19.02,484,12.94,5128,4.6,0.668,291.40079,47.924629,N/A,N/A
K02630.01,FPOS,4.1749166,4.828,40.7,0.61,1116,366.59,5910,4.505,0.94,285.22531,49.424179,N/A,N/A
K07830.01,FPOS,0.56678694,1.959,61.2,0.63,1920,3194.49,5341,4.496,0.808,291.82501,42.866508,N/A,N/A
K03992.01,FPOS,0.73094701,4.223,227.7,15.83,1870,2886.66,5767,4.559,0.837,289.80423,38.370708,N/A,N/A
K03993.01,FPOS,0.686994057,3.5252,2797.1,35.3,2063,4267.13,5780,4.438,1,286.10696,38.107628,N/A,N/A
K03994.01,FPOS,1.324247867,1.4759,83.3,1.3,2140,4951.46,6557,4.251,1.406,298.0513,43.164909,N/A,N/A
K03995.01,FPOS,0.780632043,1.4109,736.5,79.67,2714,12837.08,5354,3.754,2.18,281.57571,43.068111,N/A,N/A
K03996.01,FPOS,0.730947169,4.396,248,14.43,1777,2349.48,5514,4.569,0.826,289.76114,38.353519,N/A,N/A
K01645.01,FPOS,41.16676097,2.2133,5386.3,17.82,446,9.35,5193,4.503,0.805,298.21094,48.559158,N/A,N/A
K01652.01,FPOS,1.083736642,1.57912,8930.8,237.84,3641,41465.78,5591,3.227,5.618,285.30206,49.263451,N/A,N/A
K01653.01,FPOS,2.45570369,3.1,273.8,55.95,1891,3017.14,5148,3.624,2.314,285.53549,49.298439,N/A,N/A
K01735.01,FPOS,0.64234875,1.3699,103.7,2.78,3813,49846.45,7089,3.842,2.584,292.13745,38.599419,N/A,N/A
K01729.01,FPOS,5.204286663,6.2598,35221,16,934,180.12,5332,4.471,0.86,291.09161,42.058479,N/A,N/A
K01730.01,FPOS,6.352090869,3.88771,75142,18.9,772,83.66,5089,4.58,0.693,300.77478,44.487751,N/A,N/A
K02142.01,FPOS,1.877350712,1.7478,185.6,1.46,1650,1755.2,6382,4.432,1.059,296.80524,50.611061,N/A,N/A
K02157.01,FPOS,2.11552348,6.712,359.2,21.43,1398,900.64,5900,4.509,0.951,287.18005,38.414131,N/A,N/A
K02161.01,FPOS,2.84573962,7.28,211.7,3.63,1829,2645.94,5557,3.792,2.372,296.67761,40.65369,N/A,N/A
K02165.01,FPOS,7.01476115,3.945,122.1,1.02,928,175.85,5912,4.501,0.87,296.8017,43.654259,N/A,N/A
K02170.01,FPOS,0.941603153,1.1886,462.1,2.29,1608,1575.78,5237,4.481,0.837,293.06598,38.042011,N/A,N/A
K07821.01,FPOS,1.13357304,2.849,33.1,0.59,1836,2688.01,6147,4.449,0.954,291.5705,42.73772,N/A,N/A
K02772.01,FPOS,0.643468999,1.1108,108,0.88,2001,3772.66,5670,4.452,0.843,293.31952,50.364262,N/A,N/A
K02782.01,FPOS,112.645961,7.037,1957.9,35.36,377,4.76,5895,4.489,0.991,292.55612,47.329079,N/A,N/A
K02783.01,FPOS,0.526887517,0.8971,119.9,0.58,1238,550.37,3945,4.721,0.519,293.17096,40.99559,N/A,N/A
K02784.01,FPOS,4.14244748,2.203,69.9,1.82,1907,3128.33,6785,3.83,2.124,292.05014,38.261002,N/A,N/A
K02788.01,FPOS,0.777663575,1.1741,134.3,0.95,1816,2553.18,5769,4.57,0.812,288.03152,46.827549,N/A,N/A
K03997.01,FPOS,0.552834211,1.2887,145.7,18.09,3107,21895.36,5132,3.675,2.648,291.22318,37.781551,N/A,N/A
K03998.01,FPOS,0.758354475,4.56811,581780,149.44,3123,22401.95,7131,4.084,1.83,298.89954,43.395641,N/A,N/A
K03999.01,FPOS,3.43525124,4.509,152.2,25.43,1579,1468.73,5854,4.014,1.742,290.38721,37.47818,N/A,N/A
K04000.01,FPOS,0.962828092,4.411,63,40.82,3553,37544.87,6552,3.594,3.44,297.72037,40.6502,N/A,N/A
K01734.01,FPOS,1.878156188,2.058,787.5,2.51,1141,400.37,5075,4.598,0.67,300.31107,45.02494,N/A,N/A
K01987.01,FPOS,7.81153999,5.984,912.8,23.56,718,62.96,5150,4.628,0.71,292.96844,37.488689,N/A,N/A
K01949.01,FPOS,0.993488979,1.9694,24327,17.9,1914,3172.24,5811,4.328,0.998,292.91891,38.206692,N/A,N/A
K01759.01,FPOS,1.334104585,3.14624,61691,44.9,1880,2954.64,6319,4.373,1.083,294.59683,38.37014,N/A,N/A
